brand,model,color,description,price,price_gel,compare_at_price,sizes,product_url
K-Swiss,Hypercourt Express 2,"light gray, dark blue","A classic with more power The Hypercourt Express 2 from K-Swiss is inspired by the original classic tennis shoe, but equipped with the latest materials and technologies for the right support and added comfort. The shoe has a regular fit and features a synthetic and mesh upper that offers a pleasant combination of lightweight comfort and support. In addition, the water-repellent effect of the upper material ensures that the shoe does not become heavy and the foot stays dry. The mesh tongue and mesh inserts in the upper ensure high breathability and excellent ventilation and keep feet cool and dry. The Surgelite midsole provides maximum shock absorption and added durability. The midsole also features the 'GuideGlide' construction and guarantees a comfortable and stable gait. The Ortholite insert also offers light cushioning. The entire handle coating reduces wear. DuraWrap and DragGuard in the outsole provide an additional layer of protection at key shoe support points. The highlights of the K-Swiss Hypercourt Express 2 Upper material Synthetic leather Textile lining on the shaft edge Molded rubber outsole CMEVA midsole Ortholite insole Lacing",99.95 €,545,139.99 €,"41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 49",https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-sandplatzschuh-herren-hellgraudunkelblau-01417502438000
Mizuno,Wave Exceed Court,"gray, white","Dominance Begins on the Ground Ready to redefine your game on clay? This high-performance shoe was developed for players who make no compromises - neither when it comes to stability nor when it comes to power. With every movement you feel how the shoe supports you: whether explosive sprints to the line or lightning-fast changes of direction - you stay in balance while your opponent starts to slide. The combination of cushioning and grip gives you decisive advantages in long rallies. Thanks to the innovative sole construction, the shoe offers optimal grip on sand and enables flowing movements with maximum control. Breathable materials also ensure a fresh feeling – match after match. Rely on performance to carry you when it matters most. Highlights at a glance Optimized outsole for clay courts - perfect grip for slides and stops Wave technology - ensures reactive cushioning and stability with every step Breathable upper material - keeps your feet pleasantly cool, even during intense matches",69.95 €,325,125.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",https://www.tennis-point.de/products/mizuno-wave-exceed-court-sandplatzschuh-herren-grauweiss-07217101132000
Babolat,Propulse Fury 3,"gray, white","Maximum control and stability on clay The Babolat Propulse Fury 3 clay court shoe for men offers you the perfect combination of support, comfort and performance. Specially developed for use on clay courts, this shoe guarantees optimal stability and grip, even during quick changes of direction and intense matches. The Michelin outsole ensures excellent grip and a long service life. Thanks to the integrated Powerbelt technology, your foot receives additional support, while the breathable upper material creates a pleasant foot climate. The KPRS-X cushioning protects your joints and ensures maximum comfort, even during longer periods on the pitch. Highlights at a glance: Especially for clay courts: Michelin sole for optimal grip and stability. Powerbelt technology: Additional support and lateral stability. KPRS-X cushioning: protection of the joints and long-lasting comfort. Dominate the clay court with the Babolat Propulse Fury 3 clay court shoe for men - stable, comfortable and powerful!",96.95 €,535,150.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47",https://www.tennis-point.de/products/babolat-propulse-fury-3-sandplatzschuh-herren-grauweiss-00917502586000
HEAD,Prestige Ltd.,"blue, white","Perfect for your game on clay The HEAD clay court shoe is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the HEAD Prestige Ltd. Clay also has a high comfort breathable synthetic upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of HEAD Prestige Ltd. Clay High comfort synthetic upper mesh inner material rubber sole herringbone pattern for grip",62.95 €,295,120.00 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48,5",https://www.tennis-point.de/products/head-prestige-ltd-sandplatzschuh-herren-blauweiss-00616001872000
Babolat,Jet Mach 3,"light blue, blue","Perfect for your game on clay The Babolat clay court shoe is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Babolat Jet Mach 3 CLAY also offers high comfort breathable mesh, synthetic upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Babolat Jet Mach 3 CLAY High comfort Mesh, synthetic upper textile inner material rubber sole herringbone pattern for grip",56.95 €,270,155.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49",https://www.tennis-point.de/products/babolat-jet-mach-3-sandplatzschuh-herren-hellblaublau-00916202351000
Lotto,Raptor Hyperpulse 100 III,"dark blue, beige","Power, stability and comfort for your clay court game The Lotto Raptor Hyperpulse 100 III clay court shoe was developed for ambitious tennis players who expect the highest performance on clay courts. With its robust construction, innovative cushioning technology and excellent traction, this shoe has everything you need for explosive movements and long matches. The breathable upper with reinforced zones ensures stability and durability, while the special Hyperpulse technology in the midsole ensures optimal energy return and shock absorption. The specially profiled clay court outsole offers ideal grip on clay and enables controlled sliding and secure footing when changing direction quickly. Your advantages at a glance: Hyperpulse cushioning for a dynamic running feeling and joint protection Clay court profile sole for excellent grip and controlled gliding Reinforced upper material for high stability and durability With the Lotto Raptor Hyperpulse 100 III clay court shoe you play powerfully, controlled and comfortably - ready for your best tennis on clay.",109.95 €,595,169.99 €,"40, 40,5, 41, 42, 42,5, 43, 43,5, 44, 45, 45,5, 46, 47, 48, 48,5",https://www.tennis-point.de/products/lotto-raptor-hyperpulse-100-iii-sandplatzschuh-herren-dunkelblau-beige-02417101793000
K-Swiss,Hypercourt Supreme 2,"white, green","Maximum power for your clay court game Do you want to impress with speed and control on the clay court? Then the K-Swiss Hypercourt Supreme 2 is exactly your shoe. The Hypercourt series from K-Swiss stands for explosive movements, sporty dynamics and uncompromising comfort - developed for players who put pressure on every point. The Hypercourt Supreme 2 combines all of this in an advanced, modern design with an optimized fit and improved responsiveness. Thanks to the outsole specially designed for clay courts, you can enjoy the best possible traction and stability - no matter how fast your sprints and slides are. Cushioning technology keeps you feeling fresh and responsive even during long matches. With the K-Swiss Hypercourt Supreme 2 you dominate the game from the baseline to the net - with style, comfort and full control. Highlights at a glance Pure clay court performance - specially profiled outsole for optimal grip during quick changes of direction Maximum energy return - responsive cushioning for explosive movements Sporty comfort - breathable materials and perfect fit for hours of comfort",104.95 €,570,169.99 €,"41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 49",https://www.tennis-point.de/products/k-swiss-hypercourt-supreme-2-sandplatzschuh-herren-weissgruen-01417102466000
Nike,Zoom Vapor Pro 3,"apricot, white","Speed ​​and stability - the ideal clay court shoe for demanding players. The clay court shoe for men was developed to offer maximum performance on clay courts. With its modern design and innovative technologies, it supports dynamic movements and ensures optimal comfort so that you have the upper hand in every rally. The lightweight construction with a responsive midsole ensures excellent cushioning and energy return. The specially profiled clay court outsole offers excellent grip and stability, even when changing direction quickly. The breathable mesh upper ensures a pleasant foot climate and prevents overheating, even during intense matches. Thanks to its elegant design and sophisticated functionality, this shoe is the perfect companion for players who want to combine speed, precision and comfort. Highlights: Responsive midsole for optimal cushioning and dynamics Special clay court outsole for maximum grip and stability Breathable mesh upper for long-lasting comfort and ventilation With this clay court shoe you can take your game to a new level - for confident performance in every match!",99.95 €,545,129.99 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5, 49,5",https://www.tennis-point.de/products/nike-zoom-vapor-pro-3-sandplatzschuh-herren-apricot-weiss-00417017940000
Diadora,B.Icon 2,"petrol, red","Perfect for your game on clay The Diadora clay court shoe is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Diadora B.Icon 2 CLY also offers high comfort breathable TPU, Polyurethane (PU), Polyester upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Diadora B.Icon 2 CLY High comfort TPU, polyurethane (PU), polyester upper material polyester inner material rubber sole herringbone pattern for grip",102.95 €,560,165.00 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/diadora-bicon-2-sandplatzschuh-herren-petrolrot-11716600341000
HEAD,Sprint Team 4.0,"dark blue, red","Lightweight and flexible clay court shoe for fast movements The Head Sprint Team 4.0 men's clay court shoe is the ideal choice for tennis players who value speed, comfort and breathability on clay courts. Thanks to the light and flexible upper material, this shoe offers a comfortable fit and supports quick changes of direction on the court. The specially developed Clay Court outsole provides excellent grip on clay courts and allows optimal mobility. Drift Defense technology reinforces the toe and side areas for added protection and increased durability. In addition, the EVA midsole ensures comfortable cushioning to reduce the strain on joints and muscles. Your advantages at a glance: Lightweight and breathable upper material - for optimal comfort Clay Court outsole - perfect grip and stability on sand Drift Defense technology - reinforced toe and side areas for more durability With the Head Sprint Team 4.0 clay court shoe men you are well equipped to dominate with speed and precision on the clay court!",64.95 €,305,110.00 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-sprint-team-40-sandplatzschuh-herren-dunkelblaurot-00617501985000
Lotto,Mirage 100 II,"white, gray","Perfect for your game on clay The Lotto clay court shoe is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Lotto Mirage 100 II CLAY also offers high comfort with a breathable polyester, mesh upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the Lotto Mirage 100 II CLAY High comfort Polyester, mesh upper synthetic inner material rubber sole herringbone pattern for grip",98.95 €,545,160.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 43,5, 44, 45, 45,5, 46, 47, 48, 48,5",https://www.tennis-point.de/products/lotto-mirage-100-ii-sandplatzschuh-herren-weissgrau-02416201657000
adidas,Solematch Control 2,black-and-white,"Stability and control for your clay court game The adidas Solematch Control 2 clay court shoe for men is designed to give you maximum control, stability and comfort on the tennis court. Ideal for ambitious players who want to impress on the clay court with precise movements and reliable grip. The non-slip outsole with a special clay court profile ensures optimal grip when changing direction quickly. The robust upper material offers you lateral support, while the cushioning midsole protects your joints and feels comfortable to wear - even during long matches. Additional reinforced zones increase the longevity of the shoe during intensive use. Your advantages at a glance: Special clay court outsole for optimal grip on clay courts Stabilizing upper material for secure lateral support Comfortable cushioning for joint-gentle play With the adidas Solematch Control 2 clay court shoe you can take your game to the next level - stable, controlled and ready for the next rally.",89.95 €,405,130.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 48 2/3, 49 1/3, 50, 51 1/3",https://www.tennis-point.de/products/adidas-solematch-control-2-sandplatzschuh-herren-schwarz-weiss-00516806181000
K-Swiss,Hypercourt Express 2 HB,"white, red","A classic with more power The Hypercourt Express 2 from K-Swiss is inspired by the original classic tennis shoe, but equipped with the latest materials and technologies for the right support and added comfort. The shoe has a regular fit and features a synthetic and mesh upper that offers a pleasant combination of lightweight comfort and support. In addition, the water-repellent effect of the upper material ensures that the shoe does not become heavy and the foot stays dry. The mesh tongue and mesh inserts in the upper ensure high breathability and excellent ventilation and keep feet cool and dry. The Surgelite midsole provides maximum shock absorption and added durability. The midsole also features the 'GuideGlide' construction and guarantees a comfortable and stable gait. The Ortholite insert also offers light cushioning. The entire handle coating reduces wear. DuraWrap and DragGuard in the outsole provide an additional layer of protection at key shoe support points. The highlights of the K-Swiss Hypercourt Express 2 Upper material Synthetic leather Textile lining on the shaft edge Molded rubber outsole CMEVA midsole Ortholite insole Lacing",89.95 €,405,149.99 €,"41, 41,5, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 49",https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-hb-sandplatzschuh-herren-weissrot-01416802401000
adidas,Defiant Speed 2,"dark blue, light blue","Lightness and control for your game on clay The adidas Defiant Speed ​​2 clay court shoe impresses with a lightweight, responsive design that is specially developed for fast movements on clay courts. Whether sprinting to the baseline or making explosive changes of direction, this shoe offers you reliable grip and a direct feel so you can develop your full potential on the court. The breathable upper material conforms comfortably to your foot and provides a light, supportive feel. The midsole with comfortable cushioning reduces the strain during intensive movements and at the same time offers you the energy you need for your game. The profiled outsole is designed for optimal traction and stability on sand. Your advantages at a glance: Lightweight, breathable upper material for high wearing comfort Cushioning midsole for reactive movements and impact protection Special clay court outsole for reliable grip and stability With the adidas Defiant Speed ​​2 clay court shoe you play fast, controlled and safe - ideal for your next match on clay.",42.95 €,230,120.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 48 2/3, 49 1/3, 50, 51 1/3",https://www.tennis-point.de/products/adidas-defiant-speed-2-sandplatzschuh-herren-dunkelblau-hellblau-00516806183000
Nike,Zoom GP Challenge Pro,"dark blue, blue","Game. Complete. Victory. Take victory with the brand new GP Challenge Pro. It's designed for sprints to the baseline and daring sprints to the net. It offers the speed and stability you need to give your best in the game. It features our groundbreaking Claybreaker technology, making it perfect for sliding and sprinting on the red sand. Clay Court Ready Nike Claybreaker technology provides improved traction and reduced sand buildup on clay courts. The additional grip in the forefoot and midfoot areas provides control when sliding with a wide traction pattern. We used traction maps, pressure maps and analyzed sand buildup areas for design. Then we tested it on red clay courts in Europe under different clay court conditions (cold, warm, wet and dry). Quick changes of direction A strong plastic plate in the midfoot area combined with a wide base ensures stability during quick cuts and sudden changes of direction. The synthetic leather on the outside offers you a secure hold during lateral movements. Unrestricted freedom of movement Additional rubber in the toe area, especially on the side of the big toe, provides additional durability where needed. Abrasion-resistant rubber along the outsole provides added durability and traction. Zoom, Zoom The Air Zoom element in the heel area provides support and the Air Zoom element in the forefoot area ensures a springy appearance. More Details Designed to be worn on clay and padel courts. Cushioned insole",86.95 €,395,110.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5, 49,5",https://www.tennis-point.de/products/nike-zoom-gp-challenge-pro-sandplatzschuh-herren-dunkelblaublau-00417517846000
Babolat,Jet Mach 3,"white, gray","Lightness and precision for the clay court The Babolat Jet Mach 3 clay court shoe for men is the ideal companion for players looking for speed, stability and comfort on clay courts. This shoe is specifically designed for dynamic movements and intense matches to keep you one step ahead. The lightweight Matryx® upper with incorporated Kevlar fibers ensures maximum ventilation while providing excellent support. The Michelin outsole guarantees optimal grip and high durability on clay courts, while the KPRS-X cushioning protects your joints during fast movements and ensures a comfortable running experience. Highlights at a glance: Matryx® upper material: Light, breathable and stable. Michelin outsole: Excellent grip and long durability on sand. KPRS-X cushioning: protects the joints and offers maximum comfort. Bring speed and control to the clay court with the Babolat Jet Mach 3 clay court shoe for men - light, stable and ready for every match!",79.95 €,365,155.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49",https://www.tennis-point.de/products/babolat-jet-mach-3-sandplatzschuh-herren-weissgrau-00917502559000
Mizuno,Wave Enforce Court,"white, black","Dominance Begins on the Ground Ready to redefine your game on clay? This high-performance shoe was developed for players who make no compromises - neither when it comes to stability nor when it comes to power. With every movement you feel how the shoe supports you: whether explosive sprints to the line or lightning-fast changes of direction - you stay in balance while your opponent starts to slide. The combination of cushioning and grip gives you decisive advantages in long rallies. Thanks to the innovative sole construction, the shoe offers optimal grip on sand and enables flowing movements with maximum control. Breathable materials also ensure a fresh feeling – match after match. Rely on performance to carry you when it matters most. Highlights at a glance Optimized outsole for clay courts - perfect grip for slides and stops Wave technology - ensures reactive cushioning and stability with every step Breathable upper material - keeps your feet pleasantly cool, even during intense matches",87.95 €,395,110.00 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 48,5",https://www.tennis-point.de/products/mizuno-wave-enforce-court-sandplatzschuh-herren-weissschwarz-07217501119000
ASICS,Solution Swift FF 2,"white, dark blue","Perfect for your game on clay The ASICS Solution Swift FF 2 Clay is not just a shoe, but an indispensable tool for every tennis lover. Designed to provide optimal performance on sandy surfaces, it features a special herringbone rubber compound that ensures an ideal combination of traction and glide. These features allow you to move effortlessly across the court while maintaining control of your movements. Aside from its technical sophistication, the Solution Swift FF 2 Clay also features a breathable upper, meaning the foot stays cool and dry, even during intense play under the scorching sun. With this shoe on your feet, you can push your limits and unleash your full potential on the clay court. The highlights of the ASICS Solution Swift FF 2 Clay High comfort Upper material Inner material Sole Herringbone pattern for grip",77.95 €,355,120.00 €,"40, 40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45, 46, 46,5, 47, 48, 49, 50,5",https://www.tennis-point.de/products/asics-solution-swift-ff-2-sandplatzschuh-herren-weissdunkelblau-02017106689000
Diadora,Blushield Torneo 3,"dark blue, white","Maximum stability and comfort for clay court players The Diadora Blushield Torneo 3 men's clay court shoe was specially developed for tennis players who need maximum stability, traction and cushioning on clay courts. The specially designed clay court outsole provides excellent grip and enables fast, safe movements on the clay. Thanks to the innovative Blushield technology, the shoe effectively absorbs shock and supports natural foot movement, relieving your joints and increasing your playing comfort. The robust and breathable upper ensures optimal ventilation and durability, while reinforced areas in the toe and heel areas provide additional protection. Your advantages at a glance: Blushield technology - optimal cushioning and stability for long matches Clay court outsole - maximum grip and maneuverability on sand Breathable, durable upper material - for long-lasting comfort With the Diadora Blushield Torneo 3 clay court shoe men you enjoy maximum comfort, stability and control on the clay court - perfect for demanding tennis games!",81.95 €,375,155.00 €,"39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/diadora-blushield-torneo-3-sandplatzschuh-herren-dunkelblauweiss-11717500365000
HEAD,Endure Pro BOA,"white, yellow","Precision meets performance Ready for your next match on clay? The ENDURE PRO BOA CLAY MEN from Head takes you to a new level of play with innovative technology and maximum control. Developed in the BOA laboratories and tested directly on the court, this clay court shoe combines speed, stability and long-lasting comfort. With the BOA PerformFit Wrap and the Dual Li2 closure system, you achieve a micro-adjustable fit that adapts precisely to your foot - more stable than traditional lacing. The new CORE-FRAME 3D TPU frame with integrated cooling system provides targeted support from the back to the forefoot, while the dual midsole construction with DynaFoam and EVA delivers the perfect balance between cushioning and response. The PU molded upper provides protection when sliding while saving weight - ideal for your dynamic game. The continuous herringbone profile and the non-marking Hybrasion+ rubber ensure maximum grip on the clay court. With its slim silhouette and striking HEAD branding, you also make a clear visual statement. Highlights at a glance BOA Dual Li2 system - for a precise, micro-adjustable fixation with maximum stability CORE-FRAME technology - 3D TPU frame for targeted torsional stability and integrated ventilation Hybrasion+ outsole - specially developed for clay courts, durable and with perfect grip",143.95 €,750,220.00 €,"42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-endure-pro-boa-sandplatzschuh-herren-weissgelb-00617002019000
adidas,Defiant Speed,black-and-white,"A lightweight tennis shoe with recycled content When you set goals, do you want to achieve them in record time? With this adidas tennis shoe, the next victory is within your grasp. The combination of a lightweight mesh upper and an Adiwear outsole optimized for clay courts ensure lightning-fast action on the court. And if your opponent is hoping for a surprise moment, you benefit from optimal support for powerful counterattacks thanks to the metatarsal support. Thanks to the flexible Bounce midsole, you can master every sprint and slide.",54.95 €,285,110.00 €,"40, 40 2/3, 41 1/3, 42, 42 2/3, 43 1/3, 44, 44 2/3, 45 1/3, 46, 46 2/3, 47 1/3, 48, 48 2/3",https://www.tennis-point.de/products/adidas-defiant-speed-sandplatzschuh-herren-schwarz-weiss-00516706141000
On,The Roger Pro 2,"white, black","Maximum performance and precision for the clay court The On The Roger Pro 2 clay court shoe men, developed in collaboration with Roger Federer, is the perfect choice for demanding tennis players who are looking for absolute control and dynamism on clay courts. This high-quality shoe combines the latest technology with a stylish design that will impress you on and off the court. Speedboard® technology ensures efficient power transfer and explosive agility, while the specially developed clay court outsole provides excellent grip and stability during quick changes of direction. The breathable upper material keeps your feet pleasantly cool and dry even during long matches. At the same time, the precise fit guarantees secure support and comfort in every playing situation. This shoe offers the ideal blend of performance, stability and sophistication - perfect for players looking for clay court dominance. Highlights: Speedboard® technology: Supports powerful movements and dynamic acceleration. Clay court outsole: Optimal support and stability for fast, precise play. Breathable upper: Lightweight and comfortable for lasting freshness. The On The Roger Pro 2 men's clay court shoe is your reliable partner for top performance on clay - for players who don't make compromises.",159.95 €,825,209.95 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47, 47,5, 48, 49",https://www.tennis-point.de/products/on-the-roger-pro-2-sandplatzschuh-herren-weissschwarz-19416600046000
Nike,Zoom Vapor 12,"orange, silver","Start faster and finish stronger You want more control on every surface. The Nike Vapor 12 clay court shoe gives you speed grip and stability for explosive starts and clean stops. Developed from the Vapor series, it stands for direct power transmission and a precise court feeling. The lightweight upper material hugs your foot and remains breathable even when things get intense. The midsole provides reactive feedback, while the outsole is optimized for clay courts. This way you stay agile, safe and always ready for the next point. Highlights Direct court feeling Vapor series for precise proximity to the ground and quick reactions Reactive acceleration Cushioning with noticeable rebound effect for changes of pace Allcourt grip profile for reliable grip on various surfaces Get the Nike Vapor 12 now and secure the decisive advantage on the court.",132.95 €,700,170.00 €,"38,5, 39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48,5, 49,5",https://www.tennis-point.de/products/nike-zoom-vapor-12-sandplatzschuh-herren-orangesilber-00417118032000
Mizuno,Break Shot 5,"gray, white","Get your moves safe on the sand Are you looking for an entry-level shoe that won't slow you down? This clay court shoe is made for dynamic matches and ambitious players. It offers you the perfect balance of comfort, stability and traction - ideal for your next break on the court. With its grippy sole specially designed for clay courts, you stay in control with every slide. The lightweight construction supports you during quick movements without losing grip. Thanks to the breathable materials, you stay fresh and focused even in long matches. Whether serving, on defense or on the way to the net - this shoe reliably accompanies you through every game situation. Highlights at a glance Clay court-specific outsole – guarantees a secure grip when changing direction quickly Feather-light construction – reduces fatigue and ensures more agility Breathable mesh upper – keeps your feet pleasantly dry",51.95 €,270,80.00 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",https://www.tennis-point.de/products/mizuno-break-shot-5-sandplatzschuh-herren-grauweiss-07217101136000
HEAD,Endure Pro,"yellow, white","“Winners endure” is written on the tongue of the ENDURE PRO CLAY MEN: With its perfect balance of speed, durability and stability, this innovative premium shoe won't let you down on the court. It is part of the new ENDURE series, which bridges the gap between REVOLT and SPRINT and combines the best of both worlds. With its slim silhouette, the shoe looks and feels fast. Thanks to its secure fit, you can effortlessly switch from baseline play to all-court play. The new CORE-FRAME technology with a 3D TPU frame ensures stability from heel to toe, including excellent torsional stability, and reacts specifically where it is needed. An integrated cooling system in the frame improves ventilation. In the dual midfoot construction, DynaFoam in the heel provides excellent shock absorption, while the EVA in the forefoot is particularly reactive. For optimal flexibility and durability, the shoe features a PU molded upper that is reinforced in some areas for protection when sliding, while other zones have been reduced in material to minimize weight. The ENDURE PRO CLAY MEN is offered with a medium-width fit that optimally balances comfort and support. The continuous sock construction increases comfort. The outsole has a full-length herringbone tread pattern specifically designed for clay courts and is made from HEAD's non-marking Hybrasion+ rubber for excellent grip and durability. HEAD branding on the side of the shoe completes the sleek, modern look. • Part of the new ENDURE Silo series, bridging the gap between REVOLT and SPRINT • KPU upper for optimal flexibility and durability, with reinforced zones where needed • Medial collar lace protection to prevent lace damage • Medium fit with balanced comfort and support • PU molded upper for optimal flexibility and durability, with reinforced zones • Dual midsole construction with DynaFoam in the heel for better Shock absorption and reactive EVA in the forefoot • New CORE-FRAME technology for stability from heel to toe • Integrated cooling system in the CORE-FRAME TPU frame • Continuous herringbone profile specifically for clay courts • Outsole made from HEAD's Hybrasion+ non-marking rubber for optimal grip and durability • Sleek, modern style with HEAD branding on the side Facts Upper Engineered PU molded chassis Sock Delta construction Strap lacing 3D-TPU frame midsole close to the ground Minimal drop Three different EVA densities Ventilated 3D foot shaft with optimal torsional stiffness Outsole",116.95 €,625,180.00 €,"42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 48,5",https://www.tennis-point.de/products/head-endure-pro-sandplatzschuh-herren-gelbweiss-00617002020000
Lacoste,AG-LT LITE,"pink, dark blue","Lightweight and dynamic clay court shoe for maximum performance The Lacoste AG-LT LITE clay court shoe for men is the perfect choice for tennis players who need maximum speed, stability and traction on clay courts. With its super light and breathable mesh upper, this shoe offers optimal comfort and keeps your feet pleasantly cool even during intense matches. The specially developed clay court outsole provides excellent grip and enables quick changes of direction. Thanks to the Pebax® plate, power transmission is optimized and your performance on the pitch is improved. The EVA midsole ensures responsive cushioning, while the reinforced toe cap provides additional protection. Your advantages at a glance: Super light, breathable mesh upper - for high wearing comfort Specially developed clay court outsole - perfect grip and stability Pebax® plate, EVA cushioning - for maximum energy transfer and comfort With the Lacoste AG-LT LITE clay court shoe men you play with speed, stability and lightness - perfect for demanding matches on clay!",111.95 €,605,170.00 €,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47",https://www.tennis-point.de/products/lacoste-ag-lt-lite-sandplatzschuh-herren-pinkdunkelblau-02617500270000
Lotto,Raptor Hyperpulse 100 III,"white, blue","Power, stability and comfort for your clay court game The Lotto Raptor Hyperpulse 100 III clay court shoe was developed for ambitious tennis players who expect the highest performance on clay courts. With its robust construction, innovative cushioning technology and excellent traction, this shoe has everything you need for explosive movements and long matches. The breathable upper with reinforced zones ensures stability and durability, while the special Hyperpulse technology in the midsole ensures optimal energy return and shock absorption. The specially profiled clay court outsole offers ideal grip on clay and enables controlled sliding and secure footing when changing direction quickly. Your advantages at a glance: Hyperpulse cushioning for a dynamic running feeling and joint protection Clay court profile sole for excellent grip and controlled gliding Reinforced upper material for high stability and durability With the Lotto Raptor Hyperpulse 100 III clay court shoe you play powerfully, controlled and comfortably - ready for your best tennis on clay.",118.95 €,635,169.99 €,"40, 40,5, 41, 42, 42,5, 43, 43,5, 44, 45, 45,5, 46, 47, 48, 48,5",https://www.tennis-point.de/products/lotto-raptor-hyperpulse-100-iii-sandplatzschuh-herren-weissblau-02417501781000
Diadora,Blushield Torneo 3,"white, blue","Maximum stability and comfort for clay court players The Diadora Blushield Torneo 3 men's clay court shoe was specially developed for tennis players who need maximum stability, traction and cushioning on clay courts. The specially designed clay court outsole provides excellent grip and enables fast, safe movements on the clay. Thanks to the innovative Blushield technology, the shoe effectively absorbs shock and supports natural foot movement, relieving your joints and increasing your playing comfort. The robust and breathable upper ensures optimal ventilation and durability, while reinforced areas in the toe and heel areas provide additional protection. Your advantages at a glance: Blushield technology - optimal cushioning and stability for long matches Clay court outsole - maximum grip and maneuverability on sand Breathable, durable upper material - for long-lasting comfort With the Diadora Blushield Torneo 3 clay court shoe men you enjoy maximum comfort, stability and control on the clay court - perfect for demanding tennis games!",100.95 €,550,155.00 €,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5, 48",https://www.tennis-point.de/products/diadora-blushield-torneo-3-sandplatzschuh-herren-weissblau-11717100394000
